0	-4.000000
1	-8.000000
2	-16.000000
3	-16.000000
4	-16.000000
5	-20.000000
6	-20.000000
7	-20.000000
8	-20.000000
9	-20.000000
10	-24.000000
11	-24.000000
12	-24.000000
13	-24.000000
14	-24.000000
15	-28.000000
16	-28.000000
17	-32.000000
18	-32.000000
19	-32.000000
20	-32.000000
21	-32.000000
22	-36.000000
23	-36.000000
24	-44.000000
25	-48.000000
26	-52.000000
27	-56.000000
28	-64.000000
29	-72.000000
30	-76.000000
31	-76.000000
32	-76.000000
33	-76.000000
34	-80.000000
35	-84.000000
36	-88.000000
37	-88.000000
38	-88.000000
39	-92.000000
40	-96.000000
41	-100.000000
42	-108.000000
43	-112.000000
44	-112.000000
45	-108.000000
46	-108.000000
47	-112.000000
48	-112.000000
49	-116.000000
50	-120.000000
51	-120.000000
52	-124.000000
53	-124.000000
54	-128.000000
55	-132.000000
56	-136.000000
57	-140.000000
58	-148.000000
59	-148.000000
60	-148.000000
61	-148.000000
62	-148.000000
63	-152.000000
64	-152.000000
65	-156.000000
66	-160.000000
67	-164.000000
68	-164.000000
69	-164.000000
70	-164.000000
71	-164.000000
72	-168.000000
73	-168.000000
74	-168.000000
75	-168.000000
76	-168.000000
77	-168.000000
78	-168.000000
79	-168.000000
80	-168.000000
81	-168.000000
82	-168.000000
83	-168.000000
84	-176.000000
85	-176.000000
86	-180.000000
87	-184.000000
88	-184.000000
89	-184.000000
90	-188.000000
91	-192.000000
92	-192.000000
93	-196.000000
94	-196.000000
95	-200.000000
96	-204.000000
97	-212.000000
98	-212.000000
99	-212.000000
100	-216.000000
101	-220.000000
102	-220.000000
103	-224.000000
104	-228.000000
105	-228.000000
106	-232.000000
107	-232.000000
108	-232.000000
109	-236.000000
110	-236.000000
111	-236.000000
112	-240.000000
113	-244.000000
114	-244.000000
115	-244.000000
116	-248.000000
117	-248.000000
118	-252.000000
119	-252.000000
120	-260.000000
121	-260.000000
122	-260.000000
123	-260.000000
124	-260.000000
125	-264.000000
126	-268.000000
127	-268.000000
128	-268.000000
129	-268.000000
130	-268.000000
131	-276.000000
132	-276.000000
133	-276.000000
134	-280.000000
135	-284.000000
136	-284.000000
137	-284.000000
138	-284.000000
139	-284.000000
140	-288.000000
141	-296.000000
142	-300.000000
143	-304.000000
144	-304.000000
145	-304.000000
146	-312.000000
147	-312.000000
148	-312.000000
149	-312.000000
150	-316.000000
151	-316.000000
152	-320.000000
153	-320.000000
154	-324.000000
155	-328.000000
156	-328.000000
157	-336.000000
158	-336.000000
159	-340.000000
160	-340.000000
161	-344.000000
162	-348.000000
163	-352.000000
164	-356.000000
165	-356.000000
166	-356.000000
167	-356.000000
168	-356.000000
169	-356.000000
170	-356.000000
171	-356.000000
172	-356.000000
173	-356.000000
174	-364.000000
175	-364.000000
176	-364.000000
177	-364.000000
178	-368.000000
179	-368.000000
180	-372.000000
181	-376.000000
182	-376.000000
183	-376.000000
184	-380.000000
185	-380.000000
186	-384.000000
187	-388.000000
188	-388.000000
189	-392.000000
190	-392.000000
191	-392.000000
192	-400.000000
193	-400.000000
194	-400.000000
195	-404.000000
196	-404.000000
197	-404.000000
198	-404.000000
199	-404.000000
200	-404.000000
201	-408.000000
202	-408.000000
203	-412.000000
204	-416.000000
205	-420.000000
